exam_id,exam_type,license_type,year_label,exam_round,exam_date_label,question_id,question_no,section_no,section_name,question_type,prompt,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,full_question_text,correct_answer,explanation,source_question_file,source_answer_file
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q130,130,1,貨物自動車運送事業法関係,single_select,選任運転者に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。,日々雇い入れられる者を、常時選任する運転者として自由に選任できる。,運転者の選任は繁忙期だけ行えば足りる。,試用期間中の者は、期間にかかわらず常時選任運転者として必ず選任できる。,事業者は、事業計画に従い業務を行うため必要な員数の運転者を常時選任しておく必要がある。,,,,,"選任運転者に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。
1. 日々雇い入れられる者を、常時選任する運転者として自由に選任できる。
2. 運転者の選任は繁忙期だけ行えば足りる。
3. 試用期間中の者は、期間にかかわらず常時選任運転者として必ず選任できる。
4. 事業者は、事業計画に従い業務を行うため必要な員数の運転者を常時選任しておく必要がある。",4,選任運転者については、「事業者は、事業計画に従い業務を行うため必要な員数の運転者を常時選任しておく必要がある。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q131,131,1,貨物自動車運送事業法関係,combination,貨物自動車運送事業法の目的について、次のＡ、Ｂ、Ｃに入るべき字句を選択肢から選びなさい。貨物自動車運送事業の運営を（Ａ）なものとし、（Ｂ）を確保するとともに、事業の（Ｃ）を図る。,公正,適正かつ合理的,輸送の安全,利用者の利益,健全な発達,迅速な処分,過労運転,事故統計,"貨物自動車運送事業法の目的について、次のＡ、Ｂ、Ｃに入るべき字句を選択肢から選びなさい。貨物自動車運送事業の運営を（Ａ）なものとし、（Ｂ）を確保するとともに、事業の（Ｃ）を図る。
1. 公正
2. 適正かつ合理的
3. 輸送の安全
4. 利用者の利益
5. 健全な発達
6. 迅速な処分
7. 過労運転
8. 事故統計",A-2;B-3;C-5,目的規定は、運営の適正・合理化、輸送の安全確保、事業の健全な発達を柱とする。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q132,132,1,貨物自動車運送事業法関係,single_select,交替運転者に関する次の記述のうち、正しいものを１つ選びなさい。安全確保の観点から判断しなさい。,交替運転者の配置は運転者本人の希望がある場合に限られる。,長距離運転又は夜間運転で疲労等により安全運転を継続できないおそれがある場合、あらかじめ交替運転者を配置する必要がある。,交替運転者は事故が発生してから手配すれば足りる。,夜間運転では疲労のおそれがあっても、交替運転者の配置を検討する必要はない。,,,,,"交替運転者に関する次の記述のうち、正しいものを１つ選びなさい。安全確保の観点から判断しなさい。
1. 交替運転者の配置は運転者本人の希望がある場合に限られる。
2. 長距離運転又は夜間運転で疲労等により安全運転を継続できないおそれがある場合、あらかじめ交替運転者を配置する必要がある。
3. 交替運転者は事故が発生してから手配すれば足りる。
4. 夜間運転では疲労のおそれがあっても、交替運転者の配置を検討する必要はない。",2,交替運転者については、「長距離運転又は夜間運転で疲労等により安全運転を継続できないおそれがある場合、あらかじめ交替運転者を配置する必要がある。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q133,133,1,貨物自動車運送事業法関係,multiple_select,貨物自動車運送事業法に関する次の記述のうち、正しいものを２つ選びなさい。法令上の原則に基づいて判断しなさい。,事故惹起運転者や初任運転者など一定の運転者には、告示で定める特別な指導を行う必要がある。,新たに選任した運行管理者には、所定の年度に基礎講習又は一般講習を受講させる必要がある。,事故惹起運転者に対する特別指導は、事故後３年以内に行えばよい。,事故に係る営業所の運行管理者に講習を受けさせる制度はない。,,,,,"貨物自動車運送事業法に関する次の記述のうち、正しいものを２つ選びなさい。法令上の原則に基づいて判断しなさい。
1. 事故惹起運転者や初任運転者など一定の運転者には、告示で定める特別な指導を行う必要がある。
2. 新たに選任した運行管理者には、所定の年度に基礎講習又は一般講習を受講させる必要がある。
3. 事故惹起運転者に対する特別指導は、事故後３年以内に行えばよい。
4. 事故に係る営業所の運行管理者に講習を受けさせる制度はない。","1,2",正しい記述は「特別指導」と「運行管理者講習」に関するもの。誤りの選択肢は、法令上の主体、期限、義務の範囲又は実務上の判断を取り違えている。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q134,134,1,貨物自動車運送事業法関係,single_select,適性診断に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。,適性診断は運転者が希望した場合だけ受診させればよい。,高齢運転者に対する適性診断は、75歳になるまで不要である。,事故惹起運転者には適性診断ではなく、口頭注意だけで足りる。,事故惹起運転者、初任運転者、高齢運転者などには、所定の適性診断を受診させる必要がある。,,,,,"適性診断に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。
1. 適性診断は運転者が希望した場合だけ受診させればよい。
2. 高齢運転者に対する適性診断は、75歳になるまで不要である。
3. 事故惹起運転者には適性診断ではなく、口頭注意だけで足りる。
4. 事故惹起運転者、初任運転者、高齢運転者などには、所定の適性診断を受診させる必要がある。",4,適性診断については、「事故惹起運転者、初任運転者、高齢運転者などには、所定の適性診断を受診させる必要がある。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q135,135,1,貨物自動車運送事業法関係,true_false_group,貨物自動車運送事業法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。試験対策として、もっとも適切な記述を選びなさい。,過積載運送が荷主の指示に基づくことが明らかで、事業者処分だけでは再発防止が困難な場合、荷主にも勧告できる。,荷主への勧告は、運転者が口頭で直接行う行政処分である。,乗務前点呼では、酒気帯びの有無、疾病・疲労等の有無、日常点検の実施又は確認について報告を求め、必要な指示を行う。,乗務前点呼では、酒気帯びの有無だけ確認すれば足り、日常点検の報告は不要である。,,,,,"貨物自動車運送事業法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。試験対策として、もっとも適切な記述を選びなさい。
1. 過積載運送が荷主の指示に基づくことが明らかで、事業者処分だけでは再発防止が困難な場合、荷主にも勧告できる。
2. 荷主への勧告は、運転者が口頭で直接行う行政処分である。
3. 乗務前点呼では、酒気帯びの有無、疾病・疲労等の有無、日常点検の実施又は確認について報告を求め、必要な指示を行う。
4. 乗務前点呼では、酒気帯びの有無だけ確認すれば足り、日常点検の報告は不要である。","適-1,3;不適-2,4",１と３は、それぞれ「荷主への勧告」「点呼」の原則に合っている。２と４は、要件や判断基準が原則と異なるため不適切である。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q136,136,2,道路運送車両法関係,combination,道路運送車両法の目的について、次のＡ、Ｂ、Ｃに入るべき字句を選択肢から選びなさい。この法律は、所有権についての（Ａ）等を行い、安全性の確保及び（Ｂ）その他の環境の保全、整備についての（Ｃ）を図る。,公証,認証,公害の防止,利益の保証,技術の向上,運賃の統制,運行管理,過労防止,"道路運送車両法の目的について、次のＡ、Ｂ、Ｃに入るべき字句を選択肢から選びなさい。この法律は、所有権についての（Ａ）等を行い、安全性の確保及び（Ｂ）その他の環境の保全、整備についての（Ｃ）を図る。
1. 公証
2. 認証
3. 公害の防止
4. 利益の保証
5. 技術の向上
6. 運賃の統制
7. 運行管理
8. 過労防止",A-1;B-3;C-5,道路運送車両法の目的は、公証、安全性、公害防止、整備技術向上などで構成される。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q137,137,2,道路運送車両法関係,single_select,変更登録に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。,使用の本拠の位置変更は、移転登録の対象であり変更登録ではない。,使用の本拠の位置変更は、１年以内に任意で届け出れば足りる。,変更登録は、所有者が変わった場合だけ行う手続である。,登録自動車の所有者は、使用の本拠の位置等に変更があったときは、原則15日以内に変更登録を申請する。,,,,,"変更登録に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。
1. 使用の本拠の位置変更は、移転登録の対象であり変更登録ではない。
2. 使用の本拠の位置変更は、１年以内に任意で届け出れば足りる。
3. 変更登録は、所有者が変わった場合だけ行う手続である。
4. 登録自動車の所有者は、使用の本拠の位置等に変更があったときは、原則15日以内に変更登録を申請する。",4,変更登録については、「登録自動車の所有者は、使用の本拠の位置等に変更があったときは、原則15日以内に変更登録を申請する。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q138,138,2,道路運送車両法関係,multiple_select,道路運送車両法に関する次の記述のうち、正しいものを２つ選びなさい。試験対策として、もっとも適切な記述を選びなさい。,所有者が変わった場合は永久抹消登録を必ず行う。,記載事項に変更があっても、次回継続検査まで放置できる。,登録自動車の所有者が変わったときは、移転登録の申請が必要である。,自動車検査証の記載事項に変更があったときは、原則15日以内に記入を受ける必要がある。,,,,,"道路運送車両法に関する次の記述のうち、正しいものを２つ選びなさい。試験対策として、もっとも適切な記述を選びなさい。
1. 所有者が変わった場合は永久抹消登録を必ず行う。
2. 記載事項に変更があっても、次回継続検査まで放置できる。
3. 登録自動車の所有者が変わったときは、移転登録の申請が必要である。
4. 自動車検査証の記載事項に変更があったときは、原則15日以内に記入を受ける必要がある。","3,4",正しい記述は「移転登録」と「検査証記載事項変更」に関するもの。誤りの選択肢は、法令上の主体、期限、義務の範囲又は実務上の判断を取り違えている。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q139,139,2,道路運送車両法関係,single_select,抹消登録に関する次の記述のうち、正しいものを１つ選びなさい。安全確保の観点から判断しなさい。,抹消登録は所有者が死亡した場合だけに限られる。,自動車の用途を廃止した場合などには、抹消登録の手続が必要となる。,用途廃止をしても登録手続は一切不要である。,用途廃止は継続検査の対象であり抹消登録とは無関係である。,,,,,"抹消登録に関する次の記述のうち、正しいものを１つ選びなさい。安全確保の観点から判断しなさい。
1. 抹消登録は所有者が死亡した場合だけに限られる。
2. 自動車の用途を廃止した場合などには、抹消登録の手続が必要となる。
3. 用途廃止をしても登録手続は一切不要である。
4. 用途廃止は継続検査の対象であり抹消登録とは無関係である。",2,抹消登録については、「自動車の用途を廃止した場合などには、抹消登録の手続が必要となる。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q140,140,2,道路運送車両法関係,true_false_group,道路運送車両法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。法令上の原則に基づいて判断しなさい。,臨時運行許可を受けた自動車は、許可番号標を見やすく表示し、許可証を備え付ける必要がある。,臨時運行許可証は営業所に保管すれば車両に備え付ける必要はない。,使用者は、自動車を道路運送車両の保安基準に適合するよう維持する必要がある。,保安基準への適合は運転者の任意判断に委ねられる。,,,,,"道路運送車両法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。法令上の原則に基づいて判断しなさい。
1. 臨時運行許可を受けた自動車は、許可番号標を見やすく表示し、許可証を備え付ける必要がある。
2. 臨時運行許可証は営業所に保管すれば車両に備え付ける必要はない。
3. 使用者は、自動車を道路運送車両の保安基準に適合するよう維持する必要がある。
4. 保安基準への適合は運転者の任意判断に委ねられる。","適-1,3;不適-2,4",１と３は、それぞれ「臨時運行許可」「保安基準」の原則に合っている。２と４は、要件や判断基準が原則と異なるため不適切である。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q141,141,2,道路運送車両法関係,single_select,自動車検査証に関する次の記述のうち、誤っているものを１つ選びなさい。実務での運行管理を想定して判断しなさい。,自動車は、自動車検査証を備え付け、検査標章を表示しなければ運行の用に供してはならない。,自動車運送事業の用に供する自動車は、１日１回、運行開始前に日常点検を行う。,前面ガラス等にフィルムを貼る場合、必要な視野部分の可視光線透過率は70パーセント以上でなければならない。,自動車検査証の備付けは自家用車だけに限られる。,,,,,"自動車検査証に関する次の記述のうち、誤っているものを１つ選びなさい。実務での運行管理を想定して判断しなさい。
1. 自動車は、自動車検査証を備え付け、検査標章を表示しなければ運行の用に供してはならない。
2. 自動車運送事業の用に供する自動車は、１日１回、運行開始前に日常点検を行う。
3. 前面ガラス等にフィルムを貼る場合、必要な視野部分の可視光線透過率は70パーセント以上でなければならない。
4. 自動車検査証の備付けは自家用車だけに限られる。",4,自動車検査証については、「自動車は、自動車検査証を備え付け、検査標章を表示しなければ運行の用に供してはならない。」が基本である。正答の選択肢はこの原則と異なるため誤りである。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q142,142,2,道路運送車両法関係,single_select,継続検査に関する次の記述のうち、正しいものを１つ選びなさい。試験対策として、もっとも適切な記述を選びなさい。,継続検査は新車購入時だけに行う検査である。,継続検査は運転者の健康診断のことである。,自動車検査証の有効期間満了後も使用しようとするときは、継続検査を受ける必要がある。,有効期間満了後も、点呼記録があれば継続検査なしに運行できる。,,,,,"継続検査に関する次の記述のうち、正しいものを１つ選びなさい。試験対策として、もっとも適切な記述を選びなさい。
1. 継続検査は新車購入時だけに行う検査である。
2. 継続検査は運転者の健康診断のことである。
3. 自動車検査証の有効期間満了後も使用しようとするときは、継続検査を受ける必要がある。
4. 有効期間満了後も、点呼記録があれば継続検査なしに運行できる。",3,継続検査については、「自動車検査証の有効期間満了後も使用しようとするときは、継続検査を受ける必要がある。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q143,143,2,道路運送車両法関係,multiple_select,道路運送車両法に関する次の記述のうち、正しいものを２つ選びなさい。安全確保の観点から判断しなさい。,速度抑制装置は二輪車にだけ義務付けられる。,自動車検査証の記載事項に変更があったときは、原則15日以内に記入を受ける必要がある。,一定の大型貨物自動車には、時速90キロメートルを超えて走行しないよう速度抑制装置を備える必要がある。,記載事項変更は30日以内ではなく、原則15日以内である。,,,,,"道路運送車両法に関する次の記述のうち、正しいものを２つ選びなさい。安全確保の観点から判断しなさい。
1. 速度抑制装置は二輪車にだけ義務付けられる。
2. 自動車検査証の記載事項に変更があったときは、原則15日以内に記入を受ける必要がある。
3. 一定の大型貨物自動車には、時速90キロメートルを超えて走行しないよう速度抑制装置を備える必要がある。
4. 記載事項変更は30日以内ではなく、原則15日以内である。","2,3",正しい記述は「検査証記載事項変更」と「速度抑制装置」に関するもの。誤りの選択肢は、法令上の主体、期限、義務の範囲又は実務上の判断を取り違えている。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q144,144,2,道路運送車両法関係,true_false_group,道路運送車両法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。法令上の原則に基づいて判断しなさい。,自動車運送事業の用に供する自動車は、１日１回、運行開始前に日常点検を行う。,日常点検は車庫に戻らない運行では不要である。,非常信号用具は、夜間200メートルの距離から確認できる赤色の灯光を発するもの等でなければならない。,非常信号用具は白色の灯光であれば距離基準はない。,,,,,"道路運送車両法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。法令上の原則に基づいて判断しなさい。
1. 自動車運送事業の用に供する自動車は、１日１回、運行開始前に日常点検を行う。
2. 日常点検は車庫に戻らない運行では不要である。
3. 非常信号用具は、夜間200メートルの距離から確認できる赤色の灯光を発するもの等でなければならない。
4. 非常信号用具は白色の灯光であれば距離基準はない。","適-1,3;不適-2,4",１と３は、それぞれ「日常点検」「非常信号用具」の原則に合っている。２と４は、要件や判断基準が原則と異なるため不適切である。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q145,145,2,道路運送車両法関係,single_select,定期点検に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。,事業用自動車の定期点検は６ヵ月ごとで足りる。,定期点検は新車登録後10年間不要である。,日常点検を行えば定期点検は不要である。,自動車運送事業の用に供する自動車は、３ヵ月ごとに定期点検を行う必要がある。,,,,,"定期点検に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。
1. 事業用自動車の定期点検は６ヵ月ごとで足りる。
2. 定期点検は新車登録後10年間不要である。
3. 日常点検を行えば定期点検は不要である。
4. 自動車運送事業の用に供する自動車は、３ヵ月ごとに定期点検を行う必要がある。",4,定期点検については、「自動車運送事業の用に供する自動車は、３ヵ月ごとに定期点検を行う必要がある。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q146,146,2,道路運送車両法関係,combination,道路運送車両法の目的について、次のＡ、Ｂ、Ｃに入るべき字句を選択肢から選びなさい。この法律は、所有権についての（Ａ）等を行い、安全性の確保及び（Ｂ）その他の環境の保全、整備についての（Ｃ）を図る。,公証,認証,公害の防止,利益の保証,技術の向上,運賃の統制,運行管理,過労防止,"道路運送車両法の目的について、次のＡ、Ｂ、Ｃに入るべき字句を選択肢から選びなさい。この法律は、所有権についての（Ａ）等を行い、安全性の確保及び（Ｂ）その他の環境の保全、整備についての（Ｃ）を図る。
1. 公証
2. 認証
3. 公害の防止
4. 利益の保証
5. 技術の向上
6. 運賃の統制
7. 運行管理
8. 過労防止",A-1;B-3;C-5,道路運送車両法の目的は、公証、安全性、公害防止、整備技術向上などで構成される。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q147,147,2,道路運送車両法関係,single_select,保安基準に関する次の記述のうち、正しいものを１つ選びなさい。安全確保の観点から判断しなさい。,保安基準への適合は運転者の任意判断に委ねられる。,使用者は、自動車を道路運送車両の保安基準に適合するよう維持する必要がある。,保安基準への適合は製造時だけ必要で、使用中は不要である。,事業用自動車は保安基準の適用を受けない。,,,,,"保安基準に関する次の記述のうち、正しいものを１つ選びなさい。安全確保の観点から判断しなさい。
1. 保安基準への適合は運転者の任意判断に委ねられる。
2. 使用者は、自動車を道路運送車両の保安基準に適合するよう維持する必要がある。
3. 保安基準への適合は製造時だけ必要で、使用中は不要である。
4. 事業用自動車は保安基準の適用を受けない。",2,保安基準については、「使用者は、自動車を道路運送車両の保安基準に適合するよう維持する必要がある。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q148,148,2,道路運送車両法関係,multiple_select,道路運送車両法に関する次の記述のうち、正しいものを２つ選びなさい。法令上の原則に基づいて判断しなさい。,一定の大型貨物自動車には、時速90キロメートルを超えて走行しないよう速度抑制装置を備える必要がある。,一定の貨物自動車等の側面には、歩行者等の巻込みを防止する巻込防止装置を備える必要がある。,速度抑制装置の基準速度は時速100キロメートルである。,巻込防止装置は歩行者保護とは無関係である。,,,,,"道路運送車両法に関する次の記述のうち、正しいものを２つ選びなさい。法令上の原則に基づいて判断しなさい。
1. 一定の大型貨物自動車には、時速90キロメートルを超えて走行しないよう速度抑制装置を備える必要がある。
2. 一定の貨物自動車等の側面には、歩行者等の巻込みを防止する巻込防止装置を備える必要がある。
3. 速度抑制装置の基準速度は時速100キロメートルである。
4. 巻込防止装置は歩行者保護とは無関係である。","1,2",正しい記述は「速度抑制装置」と「巻込防止装置」に関するもの。誤りの選択肢は、法令上の主体、期限、義務の範囲又は実務上の判断を取り違えている。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q149,149,2,道路運送車両法関係,single_select,運行記録計に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。,運行記録計は車両総重量２トン以上のすべての自動車に必要である。,運行記録計は速度ではなく燃料残量だけを記録する。,最大積載量５トン以上の貨物車でも運行記録計は不要である。,車両総重量８トン以上又は最大積載量５トン以上の普通貨物自動車等には運行記録計が必要となる。,,,,,"運行記録計に関する次の記述のうち、正しいものを１つ選びなさい。実務での運行管理を想定して判断しなさい。
1. 運行記録計は車両総重量２トン以上のすべての自動車に必要である。
2. 運行記録計は速度ではなく燃料残量だけを記録する。
3. 最大積載量５トン以上の貨物車でも運行記録計は不要である。
4. 車両総重量８トン以上又は最大積載量５トン以上の普通貨物自動車等には運行記録計が必要となる。",4,運行記録計については、「車両総重量８トン以上又は最大積載量５トン以上の普通貨物自動車等には運行記録計が必要となる。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q150,150,2,道路運送車両法関係,true_false_group,道路運送車両法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。試験対策として、もっとも適切な記述を選びなさい。,前面ガラス等にフィルムを貼る場合、必要な視野部分の可視光線透過率は70パーセント以上でなければならない。,透過率基準は後写鏡だけに適用される。,自動車の用途を廃止した場合などには、抹消登録の手続が必要となる。,用途廃止をしても登録手続は一切不要である。,,,,,"道路運送車両法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。試験対策として、もっとも適切な記述を選びなさい。
1. 前面ガラス等にフィルムを貼る場合、必要な視野部分の可視光線透過率は70パーセント以上でなければならない。
2. 透過率基準は後写鏡だけに適用される。
3. 自動車の用途を廃止した場合などには、抹消登録の手続が必要となる。
4. 用途廃止をしても登録手続は一切不要である。","適-1,3;不適-2,4",１と３は、それぞれ「ガラス透過率」「抹消登録」の原則に合っている。２と４は、要件や判断基準が原則と異なるため不適切である。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q151,151,2,道路運送車両法関係,single_select,非常信号用具に関する次の記述のうち、誤っているものを１つ選びなさい。安全確保の観点から判断しなさい。,自動車検査証の有効期間満了後も使用しようとするときは、継続検査を受ける必要がある。,非常信号用具は白色の灯光であれば距離基準はない。,非常信号用具は、夜間200メートルの距離から確認できる赤色の灯光を発するもの等でなければならない。,道路運送車両法は、所有権についての公証、安全性の確保、公害防止、整備技術の向上等を目的とする。,,,,,"非常信号用具に関する次の記述のうち、誤っているものを１つ選びなさい。安全確保の観点から判断しなさい。
1. 自動車検査証の有効期間満了後も使用しようとするときは、継続検査を受ける必要がある。
2. 非常信号用具は白色の灯光であれば距離基準はない。
3. 非常信号用具は、夜間200メートルの距離から確認できる赤色の灯光を発するもの等でなければならない。
4. 道路運送車両法は、所有権についての公証、安全性の確保、公害防止、整備技術の向上等を目的とする。",2,非常信号用具については、「非常信号用具は、夜間200メートルの距離から確認できる赤色の灯光を発するもの等でなければならない。」が基本である。正答の選択肢はこの原則と異なるため誤りである。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q152,152,2,道路運送車両法関係,single_select,大型後部反射器に関する次の記述のうち、正しいものを１つ選びなさい。法令上の原則に基づいて判断しなさい。,一定の大型貨物自動車には、基準に適合する大型後部反射器を備える必要がある。,大型後部反射器は乗用車にだけ義務付けられる。,大型後部反射器は前面に備えれば足りる。,大型後部反射器には反射光の色や明るさの基準がない。,,,,,"大型後部反射器に関する次の記述のうち、正しいものを１つ選びなさい。法令上の原則に基づいて判断しなさい。
1. 一定の大型貨物自動車には、基準に適合する大型後部反射器を備える必要がある。
2. 大型後部反射器は乗用車にだけ義務付けられる。
3. 大型後部反射器は前面に備えれば足りる。
4. 大型後部反射器には反射光の色や明るさの基準がない。",1,大型後部反射器については、「一定の大型貨物自動車には、基準に適合する大型後部反射器を備える必要がある。」が正しい。その他の選択肢は、要件、期限、主体又は義務の内容が法令上の原則と異なる。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q153,153,2,道路運送車両法関係,multiple_select,道路運送車両法に関する次の記述のうち、正しいものを２つ選びなさい。実務での運行管理を想定して判断しなさい。,臨時運行許可を受けた自動車は、許可番号標を見やすく表示し、許可証を備え付ける必要がある。,巻込防止装置は後面にだけ備える装置である。,臨時運行許可証は営業所に保管すれば車両に備え付ける必要はない。,一定の貨物自動車等の側面には、歩行者等の巻込みを防止する巻込防止装置を備える必要がある。,,,,,"道路運送車両法に関する次の記述のうち、正しいものを２つ選びなさい。実務での運行管理を想定して判断しなさい。
1. 臨時運行許可を受けた自動車は、許可番号標を見やすく表示し、許可証を備え付ける必要がある。
2. 巻込防止装置は後面にだけ備える装置である。
3. 臨時運行許可証は営業所に保管すれば車両に備え付ける必要はない。
4. 一定の貨物自動車等の側面には、歩行者等の巻込みを防止する巻込防止装置を備える必要がある。","1,4",正しい記述は「巻込防止装置」と「臨時運行許可」に関するもの。誤りの選択肢は、法令上の主体、期限、義務の範囲又は実務上の判断を取り違えている。,generated_practice,generated_practice
practice_500_freight,運行管理者試験,貨物,実践演習,500問演習,オリジナル演習,practice_500_freight_q154,154,2,道路運送車両法関係,true_false_group,道路運送車両法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。試験対策として、もっとも適切な記述を選びなさい。,道路運送車両法は、所有権についての公証、安全性の確保、公害防止、整備技術の向上等を目的とする。,道路運送車両法の目的は、運転免許の交付だけである。,自動車検査証の記載事項に変更があったときは、原則15日以内に記入を受ける必要がある。,記載事項に変更があっても、次回継続検査まで放置できる。,,,,,"道路運送車両法関係に関する次の記述のうち、適切なものには「適」を、適切でないものには「不適」を記入しなさい。試験対策として、もっとも適切な記述を選びなさい。
1. 道路運送車両法は、所有権についての公証、安全性の確保、公害防止、整備技術の向上等を目的とする。
2. 道路運送車両法の目的は、運転免許の交付だけである。
3. 自動車検査証の記載事項に変更があったときは、原則15日以内に記入を受ける必要がある。
4. 記載事項に変更があっても、次回継続検査まで放置できる。","適-1,3;不適-2,4",１と３は、それぞれ「道路運送車両法の目的」「検査証記載事項変更」の原則に合っている。２と４は、要件や判断基準が原則と異なるため不適切である。,generated_practice,generated_practice
