hub_file,slug,title,highlight,values,flags,verified
numbers.csv,s39-kon-sokudo-kisei-num,速度規制の横断数値（横断総合）,速度規制の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：速度制限,数値整理は試験要項・省令で確認 | 速度制限 | 弱点タグ付きノート | 同型誤答の再演習 | 速度規制の数値整理,concept_page;maybe_missing_digit,
numbers.csv,s39-kon-ippan-tokutei-num,一般貨物と特定貨物｜横断早見（横断総合）,一般貨物と特定貨物の数値整理 — 関連制度：一般貨物自動車運送事業 / 記録・保存：弱点タグ付きノート,一般貨物自動車運送事業 | 弱点タグ付きノート | 同型誤答の再演習 | 一般貨物と特定貨物の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s39-kon-unko-kiroku-num,運行記録の横断数値（横断総合）,運行記録の数値整理 — 確認テーマ：運行記録の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,運行記録の数値整理 | 数値整理は試験要項・省令で確認 | 運行記録 | 弱点タグ付きノート | 同型誤答の再演習,concept_page;maybe_missing_digit,
numbers.csv,s39-kon-kyukei-kikan-num,休息時間の横断数値（横断総合）,休息時間の数値整理 — 関連制度：休息期間 / 記録・保存：弱点タグ付きノート,休息期間 | 弱点タグ付きノート | 同型誤答の再演習 | 休息時間の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s39-kon-seibi-kanri-num,整備と運行の横断数値（横断総合）,整備と運行の数値整理 — 確認テーマ：整備と運行の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,整備と運行の数値整理 | 数値整理は試験要項・省令で確認 | 整備管理者 | 弱点タグ付きノート | 同型誤答の再演習,concept_page;maybe_missing_digit,
numbers.csv,s39-kon-jigyoyo-kisei-num,事業用規制の横断数値（横断総合）,事業用規制の数値整理 — 記録・保存：弱点タグ付きノート / 試験の確認点：同型誤答の再演習,弱点タグ付きノート | 同型誤答の再演習 | 事業用規制の数値整理 | 数値整理は試験要項・省令で確認 | 事業用自動車,concept_page;maybe_missing_digit,
numbers.csv,s39-kon-sennin-todoke-num,選任と届出の横断数値（横断総合）,選任と届出の数値整理 — 確認テーマ：選任と届出の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,選任と届出の数値整理 | 数値整理は試験要項・省令で確認 | 運行管理者選任届 | 弱点タグ付きノート | 同型誤答の再演習,concept_page;maybe_missing_digit,
numbers.csv,s40-kon-unkan-kanri-num,運行管理者制度の深化数値（深化整理）,運行管理者制度の数値整理 — 確認テーマ：運行管理者制度の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,運行管理者制度の数値整理 | 数値整理は試験要項・省令で確認 | 運行管理者 | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,s40-kon-tenko-gimu-num,点呼義務の深化数値（深化整理）,点呼義務の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：点呼,数値整理は試験要項・省令で確認 | 点呼 | 学習記録 | 過去問で型確認 | 点呼義務の数値整理,concept_page;maybe_missing_digit,
numbers.csv,s40-kon-shuki-unten-num,酒気帯び運転の深化数値（深化整理）,酒気帯び運転の数値整理 — 関連制度：酒気帯び / 記録・保存：学習記録,酒気帯び | 学習記録 | 過去問で型確認 | 酒気帯び運転の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s40-kon-sokudo-kisei-num,速度規制の深化数値（深化整理）,速度規制の数値整理 — 確認テーマ：速度規制の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,速度規制の数値整理 | 数値整理は試験要項・省令で確認 | 速度制限 | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,s40-kon-ippan-tokutei-num,一般貨物と特定貨物の深化数値（深化整理）,一般貨物と特定貨物の数値整理 — 関連制度：一般貨物自動車運送事業 / 記録・保存：学習記録,一般貨物自動車運送事業 | 学習記録 | 過去問で型確認 | 一般貨物と特定貨物の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s40-kon-unko-kiroku-num,運行記録の深化数値（深化整理）,運行記録の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 運行記録の数値整理 | 数値整理は試験要項・省令で確認 | 運行記録,concept_page,
numbers.csv,s40-kon-kyukei-kikan-num,休息時間の深化数値（深化整理）,休息時間の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 休息時間の数値整理 | 数値整理は試験要項・省令で確認 | 休息期間,concept_page;maybe_missing_digit,
numbers.csv,s40-kon-seibi-kanri-num,整備と運行の深化数値（深化整理）,整備と運行の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 整備と運行の数値整理 | 数値整理は試験要項・省令で確認 | 整備管理者,concept_page,
numbers.csv,s40-kon-jigyoyo-kisei-num,事業用規制の深化数値（深化整理）,事業用規制の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 事業用規制の数値整理 | 数値整理は試験要項・省令で確認 | 事業用自動車,concept_page,
numbers.csv,s40-kon-sennin-todoke-num,選任と届出の深化数値（深化整理）,選任と届出の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：運行管理者選任届,数値整理は試験要項・省令で確認 | 運行管理者選任届 | 学習記録 | 過去問で型確認 | 選任と届出の数値整理,concept_page,
numbers.csv,s41-kon-unkan-kanri-num,運行管理者制度の現場数値（現場応用）,運行管理者制度の数値整理 — 確認テーマ：運行管理者制度の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,運行管理者制度の数値整理 | 数値整理は試験要項・省令で確認 | 運行管理者 | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,s41-kon-tenko-gimu-num,点呼義務の現場数値（現場応用）,点呼義務の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：点呼,数値整理は試験要項・省令で確認 | 点呼 | 学習記録 | 過去問で型確認 | 点呼義務の数値整理,concept_page;maybe_missing_digit,
numbers.csv,s41-kon-shuki-unten-num,酒気帯び運転の現場数値（現場応用）,酒気帯び運転の数値整理 — 確認テーマ：酒気帯び運転の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,酒気帯び運転の数値整理 | 数値整理は試験要項・省令で確認 | 酒気帯び | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,s41-kon-sokudo-kisei-num,速度規制の現場数値（現場応用）,速度規制の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：速度制限,数値整理は試験要項・省令で確認 | 速度制限 | 学習記録 | 過去問で型確認 | 速度規制の数値整理,concept_page,
numbers.csv,s41-kon-ippan-tokutei-num,一般貨物と特定貨物の現場数値（現場応用）,一般貨物と特定貨物の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：一般貨物自動車運送事業,数値整理は試験要項・省令で確認 | 一般貨物自動車運送事業 | 学習記録 | 過去問で型確認 | 一般貨物と特定貨物の数値整理,concept_page,
numbers.csv,s41-kon-unko-kiroku-num,運行記録の現場数値（現場応用）,運行記録の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 運行記録の数値整理 | 数値整理は試験要項・省令で確認 | 運行記録,concept_page,
numbers.csv,s41-kon-kyukei-kikan-num,休息時間の現場数値（現場応用）,休息時間の数値整理 — 確認テーマ：休息時間の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,休息時間の数値整理 | 数値整理は試験要項・省令で確認 | 休息期間 | 学習記録 | 過去問で型確認,concept_page;maybe_missing_digit,
numbers.csv,s41-kon-seibi-kanri-num,整備と運行の現場数値（現場応用）,整備と運行の数値整理 — 確認テーマ：整備と運行の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,整備と運行の数値整理 | 数値整理は試験要項・省令で確認 | 整備管理者 | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,s41-kon-jigyoyo-kisei-num,事業用規制の現場数値（現場応用）,事業用規制の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：事業用自動車,数値整理は試験要項・省令で確認 | 事業用自動車 | 学習記録 | 過去問で型確認 | 事業用規制の数値整理,concept_page,
numbers.csv,s41-kon-sennin-todoke-num,選任と届出の現場数値（現場応用）,選任と届出の数値整理 — 関連制度：運行管理者選任届 / 記録・保存：学習記録,運行管理者選任届 | 学習記録 | 過去問で型確認 | 選任と届出の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s42-kon-unkan-kanri-num,運行管理者制度の比率数値（頻出再整理）,運行管理者制度の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：運行管理者,数値整理は試験要項・省令で確認 | 運行管理者 | 学習記録 | 過去問で型確認 | 運行管理者制度の数値整理,concept_page,
numbers.csv,s42-kon-tenko-gimu-num,点呼義務の比率数値（頻出再整理）,点呼義務の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：点呼,数値整理は試験要項・省令で確認 | 点呼 | 学習記録 | 過去問で型確認 | 点呼義務の数値整理,concept_page;maybe_missing_digit,
numbers.csv,s42-kon-shuki-unten-num,酒気帯び運転の比率数値（頻出再整理）,酒気帯び運転の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 酒気帯び運転の数値整理 | 数値整理は試験要項・省令で確認 | 酒気帯び,concept_page,
numbers.csv,s42-kon-sokudo-kisei-num,速度規制の比率数値（頻出再整理）,速度規制の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：速度制限,数値整理は試験要項・省令で確認 | 速度制限 | 学習記録 | 過去問で型確認 | 速度規制の数値整理,concept_page,
numbers.csv,s42-kon-ippan-tokutei-num,一般貨物と特定貨物の比率数値（頻出再整理）,一般貨物と特定貨物の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 一般貨物と特定貨物の数値整理 | 数値整理は試験要項・省令で確認 | 一般貨物自動車運送事業,concept_page,
numbers.csv,s42-kon-unko-kiroku-num,運行記録の比率数値（頻出再整理）,運行記録の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 運行記録の数値整理 | 数値整理は試験要項・省令で確認 | 運行記録,concept_page,
numbers.csv,s42-kon-kyukei-kikan-num,休息時間の比率数値（頻出再整理）,休息時間の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：休息期間,数値整理は試験要項・省令で確認 | 休息期間 | 学習記録 | 過去問で型確認 | 休息時間の数値整理,concept_page;maybe_missing_digit,
numbers.csv,s42-kon-seibi-kanri-num,整備と運行の比率数値（頻出再整理）,整備と運行の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 整備と運行の数値整理 | 数値整理は試験要項・省令で確認 | 整備管理者,concept_page,
numbers.csv,s42-kon-jigyoyo-kisei-num,事業用規制の比率数値（頻出再整理）,事業用規制の数値整理 — 関連制度：事業用自動車 / 記録・保存：学習記録,事業用自動車 | 学習記録 | 過去問で型確認 | 事業用規制の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s42-kon-sennin-todoke-num,選任と届出の比率数値（頻出再整理）,選任と届出の数値整理 — 関連制度：運行管理者選任届 / 記録・保存：学習記録,運行管理者選任届 | 学習記録 | 過去問で型確認 | 選任と届出の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s43-kon-unkan-kanri-num,運行管理者制度｜ガイド早見（ガイド更新）,運行管理者制度の数値整理 — 確認テーマ：運行管理者制度の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,運行管理者制度の数値整理 | 数値整理は試験要項・省令で確認 | 運行管理者 | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,s43-kon-tenko-gimu-num,点呼義務｜ガイド早見（ガイド更新）,点呼義務の数値整理 — 確認テーマ：点呼義務の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,点呼義務の数値整理 | 数値整理は試験要項・省令で確認 | 点呼 | 学習記録 | 過去問で型確認,concept_page;maybe_missing_digit,
numbers.csv,s43-kon-shuki-unten-num,酒気帯び運転｜ガイド早見（ガイド更新）,酒気帯び運転の数値整理 — 確認テーマ：酒気帯び運転の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,酒気帯び運転の数値整理 | 数値整理は試験要項・省令で確認 | 酒気帯び | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,s43-kon-sokudo-kisei-num,速度規制｜ガイド早見（ガイド更新）,速度規制の数値整理 — 関連制度：速度制限 / 記録・保存：学習記録,速度制限 | 学習記録 | 過去問で型確認 | 速度規制の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s43-kon-ippan-tokutei-num,一般貨物と特定貨物｜ガイド早見（ガイド更新）,一般貨物と特定貨物の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：一般貨物自動車運送事業,数値整理は試験要項・省令で確認 | 一般貨物自動車運送事業 | 学習記録 | 過去問で型確認 | 一般貨物と特定貨物の数値整理,concept_page,
numbers.csv,s43-kon-unko-kiroku-num,運行記録｜ガイド早見（ガイド更新）,運行記録の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 運行記録の数値整理 | 数値整理は試験要項・省令で確認 | 運行記録,concept_page,
numbers.csv,s43-kon-kyukei-kikan-num,休息時間｜ガイド早見（ガイド更新）,休息時間の数値整理 — 関連制度：休息期間 / 記録・保存：学習記録,休息期間 | 学習記録 | 過去問で型確認 | 休息時間の数値整理 | 数値整理は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s43-kon-seibi-kanri-num,整備と運行｜ガイド早見（ガイド更新）,整備と運行の数値整理 — 関連制度：整備管理者 / 記録・保存：学習記録,整備管理者 | 学習記録 | 過去問で型確認 | 整備と運行の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s43-kon-jigyoyo-kisei-num,事業用規制｜ガイド早見（ガイド更新）,事業用規制の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：事業用自動車,数値整理は試験要項・省令で確認 | 事業用自動車 | 学習記録 | 過去問で型確認 | 事業用規制の数値整理,concept_page,
numbers.csv,s43-kon-sennin-todoke-num,選任と届出｜ガイド早見（ガイド更新）,選任と届出の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：運行管理者選任届,数値整理は試験要項・省令で確認 | 運行管理者選任届 | 学習記録 | 過去問で型確認 | 選任と届出の数値整理,concept_page,
numbers.csv,s44-kon-unkan-kanri-num,運行管理者制度｜直前早見（直前総合）,運行管理者制度の数値整理 — 数値・条件：数値整理は試験要項・省令で確認 / 関連制度：運行管理者,数値整理は試験要項・省令で確認 | 運行管理者 | 学習記録 | 過去問で型確認 | 運行管理者制度の数値整理,concept_page,
numbers.csv,s44-kon-tenko-gimu-num,点呼義務の直前数値（直前総合）,点呼義務の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 点呼義務の数値整理 | 数値整理は試験要項・省令で確認 | 点呼,concept_page;maybe_missing_digit,
numbers.csv,s44-kon-shuki-unten-num,酒気帯び運転｜直前早見（直前総合）,酒気帯び運転の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 酒気帯び運転の数値整理 | 数値整理は試験要項・省令で確認 | 酒気帯び,concept_page,
numbers.csv,s44-kon-sokudo-kisei-num,速度規制の直前数値（直前総合）,速度規制の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 速度規制の数値整理 | 数値整理は試験要項・省令で確認 | 速度制限,concept_page,
numbers.csv,s44-kon-ippan-tokutei-num,一般貨物と特定貨物｜直前早見（直前総合）,一般貨物と特定貨物の数値整理 — 関連制度：一般貨物自動車運送事業 / 記録・保存：学習記録,一般貨物自動車運送事業 | 学習記録 | 過去問で型確認 | 一般貨物と特定貨物の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s44-kon-unko-kiroku-num,運行記録の直前数値（直前総合）,運行記録の数値整理 — 関連制度：運行記録 / 記録・保存：学習記録,運行記録 | 学習記録 | 過去問で型確認 | 運行記録の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
numbers.csv,s44-kon-kyukei-kikan-num,休息時間の直前数値（直前総合）,休息時間の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 休息時間の数値整理 | 数値整理は試験要項・省令で確認 | 休息期間,concept_page;maybe_missing_digit,
numbers.csv,s44-kon-seibi-kanri-num,整備と運行の直前数値（直前総合）,整備と運行の数値整理 — 確認テーマ：整備と運行の数値整理 / 数値・条件：数値整理は試験要項・省令で確認,整備と運行の数値整理 | 数値整理は試験要項・省令で確認 | 整備管理者 | 学習記録 | 過去問で型確認,concept_page,
numbers.csv,s44-kon-jigyoyo-kisei-num,事業用規制の直前数値（直前総合）,事業用規制の数値整理 — 記録・保存：学習記録 / 試験の確認点：過去問で型確認,学習記録 | 過去問で型確認 | 事業用規制の数値整理 | 数値整理は試験要項・省令で確認 | 事業用自動車,concept_page,
numbers.csv,s44-kon-sennin-todoke-num,選任と届出の直前数値（直前総合）,選任と届出の数値整理 — 関連制度：運行管理者選任届 / 記録・保存：学習記録,運行管理者選任届 | 学習記録 | 過去問で型確認 | 選任と届出の数値整理 | 数値整理は試験要項・省令で確認,concept_page,
